Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
46,No,Travel_Rarely,1445,Sales,1,4,Other,1,6316,1,Male,37,3,4,Healthcare Representative,3,Single,14199,15824,0,Y,No,18,3,1,80,1,35,0,2,20,16,3,4
38,No,Travel_Rarely,393,Sales,18,1,Technical Degree,1,6317,2,Male,88,2,1,Human Resources,3,Married,3984,14401,9,Y,Yes,12,4,2,80,3,37,0,4,37,0,1,8
43,Yes,Travel_Rarely,347,Research & Development,10,5,Marketing,1,6318,3,Female,44,2,5,Research Scientist,2,Single,2700,11919,5,Y,No,22,3,2,80,3,39,1,4,11,11,4,11
31,Yes,Non-Travel,1255,Research & Development,19,3,Other,1,6319,4,Male,96,1,4,Sales Representative,1,Single,5675,8777,2,Y,No,23,3,4,80,0,34,6,4,34,15,6,17
26,No,Travel_Rarely,1290,Research & Development,21,4,Other,1,6320,1,Female,98,2,2,Laboratory Technician,1,Married,13927,7259,1,Y,Yes,19,3,4,80,3,17,0,4,17,6,8,7
29,No,Travel_Rarely,1387,Research & Development,24,2,Medical,1,6321,1,Male,60,2,3,Research Director,2,Divorced,18410,12880,4,Y,No,25,3,3,80,0,15,6,3,13,13,13,13
59,No,Travel_Frequently,1216,Human Resources,1,4,Life Sciences,1,6322,3,Male,51,3,3,Human Resources,4,Divorced,14489,15534,4,Y,No,17,4,1,80,0,15,2,3,15,15,3,7
23,No,Non-Travel,448,Research & Development,17,2,Other,1,6323,2,Female,42,2,4,Human Resources,4,Divorced,6513,15208,2,Y,No,23,3,2,80,2,35,6,1,29,1,10,16
37,Yes,Travel_Rarely,355,Research & Development,4,1,Life Sciences,1,6324,1,Male,71,2,3,Healthcare Representative,1,Divorced,4409,11637,7,Y,Yes,25,3,2,80,0,17,2,4,5,3,3,5
41,No,Travel_Rarely,136,Research & Development,15,3,Medical,1,6325,1,Male,76,3,2,Human Resources,3,Married,19585,11082,8,Y,No,23,3,1,80,0,2,3,3,2,2,2,2
44,No,Travel_Rarely,1033,Research & Development,17,5,Other,1,6326,3,Male,81,1,3,Laboratory Technician,3,Married,4583,7546,3,Y,Yes,12,4,2,80,2,6,3,1,6,6,6,5
55,Yes,Travel_Rarely,466,Sales,4,5,Other,1,6327,2,Male,84,4,2,Research Director,1,Divorced,6094,24873,8,Y,No,15,3,4,80,1,23,0,3,9,1,1,1
25,Yes,Non-Travel,799,Human Resources,5,3,Marketing,1,6328,3,Male,87,4,3,Sales Representative,3,Single,19727,8332,1,Y,Yes,21,3,2,80,2,28,1,1,26,17,3,8
18,Yes,Travel_Rarely,715,Research & Development,23,1,Technical Degree,1,6329,3,Male,37,4,3,Manufacturing Director,1,Divorced,10410,26607,9,Y,Yes,14,3,3,80,1,40,0,2,23,15,14,13
41,Yes,Non-Travel,1323,Research & Development,19,1,Life Sciences,1,6330,2,Male,52,1,2,Human Resources,1,Married,6171,21611,3,Y,No,11,3,2,80,0,30,2,1,30,13,13,1
24,Yes,Travel_Rarely,979,Sales,23,4,Marketing,1,6331,1,Male,97,2,5,Sales Representative,2,Married,15792,13418,2,Y,Yes,23,3,2,80,0,7,5,4,7,4,4,7
36,No,Travel_Rarely,670,Research & Development,8,1,Other,1,6332,4,Male,59,3,1,Research Director,2,Single,15665,9296,6,Y,No,22,3,3,80,0,7,0,4,7,3,7,4
39,No,Travel_Rarely,466,Sales,19,4,Medical,1,6333,4,Male,71,1,2,Research Director,1,Single,17996,3287,4,Y,No,20,3,2,80,2,1,0,2,1,1,1,1
52,Yes,Travel_Rarely,1398,Sales,25,2,Human Resources,1,6334,4,Male,34,4,1,Laboratory Technician,3,Married,15851,17060,2,Y,Yes,22,4,3,80,0,18,5,2,7,7,7,7
47,No,Non-Travel,1446,Sales,8,3,Marketing,1,6335,3,Male,60,2,3,Sales Representative,2,Married,10686,11238,7,Y,No,17,3,2,80,0,8,6,4,8,8,8,8
46,No,Travel_Rarely,523,Research & Development,18,2,Marketing,1,6336,1,Female,71,4,5,Research Director,3,Single,16482,23122,3,Y,No,18,3,3,80,3,27,1,1,18,9,13,0
39,Yes,Travel_Rarely,378,Sales,25,2,Human Resources,1,6337,1,Male,70,4,2,Laboratory Technician,1,Single,7388,23035,2,Y,No,16,3,3,80,3,3,5,1,3,0,3,3
28,Yes,Travel_Frequently,1267,Research & Development,17,2,Other,1,6338,1,Female,88,4,5,Human Resources,3,Married,5699,23173,6,Y,No,19,3,3,80,2,2,6,3,2,2,2,2
37,Yes,Travel_Rarely,853,Sales,13,2,Marketing,1,6339,1,Male,36,1,2,Manufacturing Director,1,Married,12017,25045,8,Y,No,12,3,2,80,1,10,2,2,0,0,0,0
46,Yes,Non-Travel,1085,Research & Development,29,5,Life Sciences,1,6340,3,Male,91,2,4,Sales Representative,3,Married,5421,2325,8,Y,No,17,3,2,80,0,12,3,1,7,7,7,7
58,No,Non-Travel,495,Sales,14,1,Other,1,6341,4,Male,36,4,2,Research Director,1,Single,8332,14286,3,Y,No,16,4,1,80,2,37,1,1,34,4,8,9
59,No,Travel_Rarely,1423,Sales,14,3,Life Sciences,1,6342,4,Male,74,1,1,Research Director,2,Married,4626,5504,8,Y,No,19,4,2,80,2,18,3,2,18,1,15,5
51,Yes,Travel_Rarely,571,Research & Development,1,3,Life Sciences,1,6343,2,Male,68,3,4,Healthcare Representative,2,Single,4351,14730,8,Y,Yes,22,3,1,80,1,10,3,2,10,3,3,10
18,Yes,Travel_Rarely,1364,Research & Development,9,2,Marketing,1,6344,1,Female,47,3,3,Sales Representative,3,Single,4554,24009,4,Y,No,13,3,1,80,0,4,6,1,4,4,4,4
48,No,Travel_Rarely,305,Sales,19,3,Other,1,6345,4,Male,46,1,2,Research Director,4,Married,11984,17032,3,Y,No,13,3,4,80,3,34,5,1,5,2,0,5
47,Yes,Travel_Rarely,885,Sales,24,4,Marketing,1,6346,4,Male,53,3,1,Research Scientist,3,Married,17196,24184,6,Y,Yes,18,3,1,80,1,6,2,3,6,0,6,4
35,Yes,Travel_Rarely,847,Sales,3,3,Marketing,1,6347,1,Male,86,4,3,Manufacturing Director,4,Married,3941,17117,1,Y,Yes,12,3,3,80,0,8,2,1,8,8,4,8
34,No,Travel_Rarely,1439,Human Resources,24,2,Other,1,6348,1,Female,45,1,1,Manager,2,Married,14340,19740,2,Y,No,16,3,2,80,3,37,2,2,34,14,2,7
55,No,Travel_Rarely,1291,Research & Development,24,3,Other,1,6349,4,Male,94,1,3,Human Resources,4,Married,3193,8052,1,Y,No,22,4,4,80,3,23,5,4,0,0,0,0
31,Yes,Travel_Frequently,1466,Research & Development,12,1,Other,1,6350,2,Male,52,3,2,Research Scientist,2,Single,11247,12653,9,Y,No,24,3,4,80,0,1,0,1,1,1,1,1
40,No,Travel_Rarely,498,Sales,24,2,Other,1,6351,1,Male,32,2,5,Sales Representative,1,Single,15290,7467,4,Y,No,16,3,1,80,1,36,4,4,36,16,0,3
42,No,Non-Travel,537,Research & Development,6,5,Medical,1,6352,4,Female,89,3,3,Research Scientist,2,Single,13381,11641,8,Y,No,16,3,2,80,3,3,1,3,3,3,3,3
32,No,Travel_Rarely,1250,Sales,14,1,Other,1,6353,2,Male,66,4,5,Research Scientist,1,Divorced,9073,11507,9,Y,No,20,3,4,80,3,35,3,2,24,8,14,4
39,Yes,Travel_Frequently,1318,Sales,14,3,Human Resources,1,6354,3,Male,96,2,3,Sales Executive,2,Single,8026,15367,3,Y,No,18,3,3,80,0,25,6,1,5,5,5,5
20,No,Travel_Rarely,674,Research & Development,28,5,Other,1,6355,2,Female,72,2,5,Human Resources,4,Divorced,4285,19990,0,Y,Yes,24,3,4,80,2,40,5,4,34,3,4,12
36,Yes,Travel_Rarely,1050,Research & Development,13,1,Marketing,1,6356,1,Male,51,4,2,Manager,1,Divorced,10654,21922,0,Y,Yes,14,3,2,80,1,26,3,3,9,9,9,5
51,No,Travel_Rarely,779,Sales,10,4,Human Resources,1,6357,3,Female,82,2,1,Research Scientist,4,Married,3165,8000,6,Y,Yes,24,3,2,80,0,35,3,3,35,0,8,12
52,No,Travel_Rarely,1434,Research & Development,2,1,Technical Degree,1,6358,2,Female,74,1,2,Manufacturing Director,1,Married,10557,14365,3,Y,No,24,3,4,80,2,5,3,1,5,5,5,1
18,No,Travel_Frequently,451,Human Resources,28,5,Life Sciences,1,6359,4,Male,69,2,3,Manufacturing Director,1,Married,3213,12009,0,Y,No,16,3,3,80,3,35,1,1,7,7,0,7
38,Yes,Travel_Rarely,1196,Research & Development,3,4,Medical,1,6360,1,Male,77,2,4,Sales Representative,3,Single,8897,18211,2,Y,Yes,25,3,3,80,0,5,6,3,4,4,3,4
46,Yes,Travel_Rarely,1184,Research & Development,28,3,Human Resources,1,6361,3,Female,72,3,1,Sales Representative,4,Single,4460,20598,3,Y,No,24,4,1,80,2,25,6,2,25,3,9,16
23,No,Travel_Frequently,926,Human Resources,16,2,Life Sciences,1,6362,4,Male,60,1,5,Manufacturing Director,1,Married,16280,15919,0,Y,No,15,3,2,80,3,10,4,3,10,10,1,3
54,No,Non-Travel,849,Research & Development,6,3,Medical,1,6363,3,Male,44,4,1,Healthcare Representative,2,Divorced,6371,24126,6,Y,No,15,3,1,80,2,23,5,2,23,17,15,17
18,No,Non-Travel,441,Research & Development,7,2,Other,1,6364,2,Female,52,1,1,Human Resources,2,Married,2300,12043,8,Y,No,19,4,2,80,0,28,4,1,21,1,2,6
18,Yes,Non-Travel,656,Research & Development,9,2,Life Sciences,1,6365,4,Male,38,2,2,Manager,2,Married,8524,11499,3,Y,No,25,3,4,80,0,27,1,1,27,7,13,17
44,No,Travel_Rarely,1347,Sales,24,5,Marketing,1,6366,1,Female,85,3,3,Research Scientist,1,Divorced,10417,20603,4,Y,No,19,3,2,80,2,13,4,2,13,13,6,13
38,Yes,Travel_Rarely,1454,Research & Development,1,4,Marketing,1,6367,4,Male,30,4,2,Research Scientist,3,Married,3884,25852,7,Y,Yes,22,3,3,80,3,25,3,3,25,8,14,1
33,No,Travel_Rarely,603,Sales,4,4,Other,1,6368,2,Male,67,4,3,Laboratory Technician,1,Married,17384,11413,2,Y,No,21,4,4,80,1,9,0,3,9,0,9,9
57,Yes,Travel_Rarely,1149,Sales,6,1,Life Sciences,1,6369,3,Male,73,2,4,Sales Representative,3,Divorced,4551,11669,0,Y,No,16,3,2,80,0,4,5,3,4,4,4,0
43,No,Travel_Frequently,1281,Research & Development,8,3,Other,1,6370,4,Male,87,1,2,Research Scientist,3,Single,19098,10322,1,Y,Yes,16,3,1,80,2,6,5,2,0,0,0,0
33,No,Travel_Rarely,627,Sales,15,5,Other,1,6371,3,Female,86,3,4,Sales Executive,2,Single,8657,5590,7,Y,No,11,3,4,80,3,27,2,2,6,6,6,3
45,Yes,Travel_Rarely,572,Research & Development,10,3,Medical,1,6372,1,Male,71,1,3,Manufacturing Director,2,Single,10744,9147,1,Y,Yes,18,4,3,80,0,31,1,3,31,10,2,12
18,No,Non-Travel,571,Research & Development,21,1,Life Sciences,1,6373,4,Female,40,1,1,Sales Representative,2,Married,13079,14833,7,Y,Yes,25,3,2,80,3,38,5,4,19,13,7,5
53,Yes,Travel_Rarely,1261,Research & Development,23,1,Technical Degree,1,6374,3,Male,34,4,4,Healthcare Representative,1,Divorced,15761,10145,8,Y,Yes,24,3,3,80,1,27,4,2,24,1,15,3
27,No,Travel_Rarely,256,Sales,6,5,Other,1,6375,1,Male,93,1,4,Sales Representative,2,Married,14759,19472,0,Y,No,18,3,3,80,2,24,5,1,24,18,9,7
60,No,Travel_Rarely,906,Sales,6,1,Medical,1,6376,2,Male,35,1,3,Sales Representative,2,Married,5864,19050,5,Y,No,21,3,4,80,3,27,3,4,21,17,14,11
34,Yes,Travel_Rarely,1251,Research & Development,2,5,Medical,1,6377,4,Male,61,4,3,Sales Representative,4,Married,12213,20474,4,Y,Yes,19,3,3,80,0,20,0,3,7,2,4,1
40,No,Travel_Rarely,1011,Human Resources,7,1,Life Sciences,1,6378,4,Male,60,4,2,Sales Executive,1,Married,18768,8807,3,Y,No,17,3,3,80,3,29,6,2,8,8,8,8
24,No,Travel_Rarely,227,Sales,22,4,Human Resources,1,6379,4,Male,56,1,2,Research Director,1,Married,19497,16397,2,Y,No,19,3,2,80,3,34,3,4,26,3,5,3
24,Yes,Travel_Rarely,825,Sales,26,5,Other,1,6380,3,Female,55,4,3,Manager,3,Married,5798,13047,7,Y,No,11,4,3,80,3,37,0,2,18,12,3,0
32,No,Travel_Rarely,399,Research & Development,3,4,Other,1,6381,3,Male,81,3,4,Manager,3,Married,16146,4077,2,Y,No,11,3,1,80,3,21,0,2,13,13,13,13
51,No,Travel_Rarely,904,Sales,21,4,Life Sciences,1,6382,1,Male,93,3,5,Manufacturing Director,1,Single,13780,23931,5,Y,No,22,3,3,80,2,15,3,4,15,0,8,9
21,No,Travel_Rarely,1388,Research & Development,7,5,Human Resources,1,6383,4,Male,85,1,2,Human Resources,1,Married,15660,8865,6,Y,No,20,3,4,80,1,31,4,3,26,18,1,7
31,No,Non-Travel,645,Research & Development,26,3,Medical,1,6384,1,Male,76,2,3,Human Resources,3,Married,10218,2612,7,Y,No,19,3,3,80,3,25,1,3,25,9,12,5
31,No,Travel_Rarely,1461,Research & Development,8,2,Marketing,1,6385,4,Female,37,4,5,Manager,2,Married,13803,25378,0,Y,No,14,4,4,80,1,35,3,2,17,16,0,11
33,No,Travel_Rarely,374,Research & Development,8,1,Other,1,6386,2,Male,34,2,5,Human Resources,4,Married,19293,9927,6,Y,No,19,3,3,80,1,37,3,1,37,18,11,17
24,No,Travel_Rarely,436,Sales,5,1,Marketing,1,6387,4,Male,80,4,5,Sales Executive,3,Married,16699,12160,7,Y,No,25,3,3,80,1,28,5,2,28,6,0,11
49,Yes,Travel_Rarely,522,Research & Development,26,3,Other,1,6388,1,Female,50,4,5,Sales Representative,2,Married,18133,6950,5,Y,Yes,25,4,4,80,0,24,4,3,24,11,5,13
36,No,Travel_Rarely,184,Research & Development,17,2,Life Sciences,1,6389,3,Male,52,1,1,Human Resources,3,Married,15559,21077,7,Y,No,18,3,1,80,3,7,1,3,7,3,7,7
19,No,Travel_Rarely,627,Research & Development,29,3,Other,1,6390,2,Male,93,3,2,Healthcare Representative,4,Married,9485,6401,2,Y,No,15,3,3,80,2,32,1,2,32,6,2,13
27,No,Travel_Rarely,517,Research & Development,22,2,Human Resources,1,6391,2,Female,85,2,5,Manager,2,Divorced,18412,13309,2,Y,Yes,21,3,3,80,0,38,6,2,34,9,15,1
34,Yes,Travel_Frequently,402,Research & Development,29,5,Other,1,6392,4,Male,92,3,5,Manager,3,Married,14534,16181,8,Y,Yes,24,3,1,80,1,17,0,3,1,0,1,1
54,No,Travel_Rarely,951,Sales,27,5,Life Sciences,1,6393,2,Male,79,3,3,Healthcare Representative,2,Single,6358,15607,8,Y,No,23,3,1,80,2,33,5,4,27,8,0,6
29,No,Travel_Rarely,854,Research & Development,10,4,Technical Degree,1,6394,1,Female,39,2,3,Human Resources,3,Divorced,5155,15547,0,Y,No,21,3,4,80,2,6,2,4,1,1,1,1
23,Yes,Non-Travel,393,Research & Development,9,4,Life Sciences,1,6395,1,Male,52,4,1,Healthcare Representative,1,Single,16586,6381,5,Y,No,15,3,1,80,0,0,2,1,0,0,0,0
39,No,Travel_Rarely,515,Research & Development,17,5,Life Sciences,1,6396,4,Male,89,2,5,Laboratory Technician,4,Divorced,9164,15296,1,Y,Yes,24,3,3,80,0,36,5,3,36,1,3,4
49,No,Travel_Rarely,1295,Research & Development,1,4,Life Sciences,1,6397,3,Male,34,3,1,Manager,3,Divorced,13845,2887,9,Y,No,11,3,1,80,3,30,1,4,5,5,5,2
58,Yes,Travel_Rarely,802,Research & Development,26,5,Life Sciences,1,6398,2,Male,36,2,3,Manager,4,Married,5980,10009,2,Y,Yes,12,4,2,80,3,3,2,3,3,3,3,3
37,No,Travel_Rarely,1114,Research & Development,17,3,Human Resources,1,6399,2,Female,82,1,2,Sales Executive,1,Married,6807,20717,1,Y,Yes,21,3,1,80,0,32,3,4,25,5,1,16
18,No,Travel_Rarely,113,Research & Development,25,1,Other,1,6400,4,Female,46,4,4,Manufacturing Director,4,Single,7470,19152,8,Y,Yes,23,4,2,80,3,31,3,2,3,3,3,1
23,No,Travel_Rarely,1414,Sales,15,5,Human Resources,1,6401,2,Male,41,4,4,Sales Executive,4,Single,10080,19820,0,Y,No,12,3,4,80,2,1,2,1,1,1,1,1
36,No,Travel_Rarely,765,Research & Development,15,5,Human Resources,1,6402,3,Female,36,2,1,Manager,4,Married,7764,13992,8,Y,No,11,3,3,80,0,34,4,4,34,8,0,14
35,Yes,Travel_Rarely,1445,Research & Development,19,5,Technical Degree,1,6403,4,Male,74,4,3,Research Scientist,3,Married,12704,22190,9,Y,Yes,12,3,2,80,3,4,0,2,4,4,4,4
23,Yes,Non-Travel,485,Research & Development,25,4,Technical Degree,1,6404,1,Female,65,4,4,Healthcare Representative,1,Divorced,16661,21600,6,Y,No,19,4,1,80,3,12,0,4,12,6,7,2
50,No,Travel_Rarely,1177,Human Resources,21,4,Other,1,6405,2,Female,47,3,5,Laboratory Technician,3,Married,9800,24601,6,Y,No,21,3,2,80,2,20,5,1,20,12,8,10
40,No,Travel_Rarely,231,Research & Development,21,4,Other,1,6406,4,Male,92,3,2,Manager,3,Married,15236,16509,6,Y,No,12,4,4,80,1,10,5,2,10,10,4,3
40,Yes,Travel_Rarely,961,Research & Development,22,4,Life Sciences,1,6407,1,Male,52,4,3,Human Resources,1,Single,18452,14600,9,Y,Yes,18,3,2,80,0,18,5,2,12,7,6,12
43,No,Non-Travel,1068,Research & Development,9,3,Human Resources,1,6408,1,Female,41,4,1,Laboratory Technician,1,Married,3438,25913,2,Y,Yes,23,4,4,80,3,11,5,3,11,11,0,4
30,No,Travel_Rarely,546,Sales,2,5,Technical Degree,1,6409,1,Female,75,3,3,Human Resources,1,Single,8274,12907,0,Y,No,16,4,4,80,1,5,5,2,5,5,0,5
24,No,Travel_Frequently,1290,Sales,22,3,Marketing,1,6410,4,Female,81,4,2,Healthcare Representative,2,Married,12094,19625,8,Y,Yes,17,3,1,80,3,23,1,2,23,11,15,4
32,No,Travel_Rarely,702,Research & Development,18,4,Life Sciences,1,6411,4,Male,95,4,3,Research Scientist,3,Divorced,12509,14115,2,Y,No,14,3,4,80,0,12,4,4,12,12,3,12
44,No,Travel_Rarely,1103,Research & Development,14,3,Medical,1,6412,1,Male,87,3,1,Human Resources,4,Married,6434,8220,1,Y,No,13,3,3,80,1,19,6,3,19,0,5,7
43,Yes,Non-Travel,1398,Sales,20,5,Human Resources,1,6413,1,Male,69,3,5,Laboratory Technician,2,Single,4705,12546,8,Y,Yes,17,3,1,80,0,34,2,3,9,9,9,5
50,No,Non-Travel,232,Sales,21,5,Life Sciences,1,6414,4,Male,52,3,3,Human Resources,2,Married,12819,4419,4,Y,No,18,3,4,80,2,25,6,2,25,8,2,3
32,No,Travel_Rarely,811,Research & Development,3,4,Other,1,6415,4,Female,63,1,1,Manager,2,Divorced,15667,18717,5,Y,No,16,3,3,80,1,5,0,4,5,5,5,5
53,No,Travel_Rarely,978,Research & Development,11,5,Life Sciences,1,6416,3,Female,77,3,5,Sales Executive,2,Married,12489,23709,8,Y,Yes,24,4,2,80,3,12,6,2,7,7,2,0
44,Yes,Travel_Rarely,1217,Research & Development,3,3,Medical,1,6417,1,Male,94,4,4,Sales Executive,1,Married,3529,24375,0,Y,No,22,3,3,80,0,8,1,3,7,4,6,7
22,No,Travel_Rarely,1292,Sales,13,2,Other,1,6418,2,Male,79,3,3,Laboratory Technician,1,Married,5004,13816,7,Y,No,23,4,1,80,1,13,5,1,13,13,13,11
19,No,Travel_Frequently,515,Research & Development,3,5,Marketing,1,6419,2,Male,90,1,5,Healthcare Representative,4,Divorced,7675,21204,2,Y,No,11,3,2,80,2,2,0,3,2,2,1,2
50,No,Travel_Rarely,1041,Research & Development,6,3,Technical Degree,1,6420,4,Male,60,3,4,Manager,2,Single,6261,3983,2,Y,Yes,19,3,1,80,0,15,3,1,15,15,0,7
33,Yes,Travel_Rarely,487,Research & Development,14,3,Technical Degree,1,6421,2,Male,39,3,3,Healthcare Representative,2,Divorced,17656,9543,3,Y,No,21,3,3,80,1,11,5,1,11,8,11,1
40,Yes,Travel_Rarely,842,Research & Development,18,3,Medical,1,6422,4,Female,79,1,3,Research Director,1,Divorced,13291,17436,2,Y,Yes,16,3,4,80,1,36,2,2,36,3,10,13
55,No,Travel_Rarely,1129,Sales,29,5,Medical,1,6423,3,Female,38,2,2,Manager,1,Married,5363,25296,0,Y,No,15,4,3,80,0,35,5,1,0,0,0,0
33,Yes,Travel_Frequently,1253,Human Resources,19,2,Technical Degree,1,6424,4,Male,43,2,3,Research Scientist,2,Married,2741,20182,6,Y,No,21,3,4,80,2,6,5,2,6,6,6,6
31,No,Travel_Frequently,760,Sales,1,4,Marketing,1,6425,1,Female,89,3,3,Healthcare Representative,2,Divorced,9548,20143,1,Y,No,18,3,2,80,0,26,3,2,5,5,5,5
46,No,Travel_Rarely,705,Sales,28,4,Marketing,1,6426,4,Male,66,2,5,Sales Representative,1,Divorced,11123,14323,0,Y,Yes,24,3,3,80,2,18,6,2,18,3,15,2
43,Yes,Travel_Rarely,346,Research & Development,9,5,Life Sciences,1,6427,2,Male,37,2,1,Research Scientist,1,Divorced,7956,23024,9,Y,No,19,3,3,80,1,7,5,1,7,7,7,3
52,Yes,Travel_Rarely,896,Research & Development,5,5,Medical,1,6428,2,Male,76,4,2,Healthcare Representative,3,Married,2806,5715,5,Y,No,24,3,1,80,0,3,1,4,3,3,3,3
32,No,Travel_Rarely,243,Research & Development,18,1,Medical,1,6429,2,Male,62,4,3,Healthcare Representative,3,Single,17367,24832,5,Y,No,24,4,3,80,2,22,4,3,22,13,14,14
20,No,Travel_Rarely,468,Research & Development,17,2,Medical,1,6430,1,Female,67,4,5,Research Director,4,Single,3847,13814,5,Y,Yes,23,3,4,80,3,33,5,4,18,13,10,13
40,Yes,Travel_Rarely,975,Research & Development,3,3,Other,1,6431,4,Female,85,1,5,Human Resources,3,Divorced,12163,22934,1,Y,No,20,4,1,80,0,12,4,1,12,10,12,7
46,No,Travel_Frequently,223,Research & Development,9,3,Technical Degree,1,6432,4,Male,33,2,1,Laboratory Technician,4,Married,2434,6369,4,Y,Yes,14,3,3,80,3,24,1,1,17,9,13,11
51,Yes,Travel_Rarely,661,Sales,25,4,Technical Degree,1,6433,2,Female,67,3,4,Manufacturing Director,4,Single,3356,5130,9,Y,Yes,13,4,2,80,0,25,4,2,10,8,8,10
50,Yes,Travel_Rarely,596,Research & Development,10,5,Technical Degree,1,6434,1,Male,87,1,3,Human Resources,3,Single,19680,5708,2,Y,No,18,3,1,80,1,1,2,4,1,1,1,1
58,No,Travel_Rarely,487,Sales,24,2,Marketing,1,6435,2,Female,40,2,4,Human Resources,2,Single,5146,23910,6,Y,No,22,3,3,80,2,39,0,4,26,7,11,11
58,No,Travel_Rarely,540,Research & Development,16,4,Technical Degree,1,6436,2,Female,48,3,1,Laboratory Technician,1,Single,13180,16611,6,Y,Yes,12,3,2,80,3,13,3,4,13,6,9,8
40,No,Travel_Frequently,1139,Sales,26,2,Life Sciences,1,6437,1,Male,69,1,5,Research Scientist,4,Divorced,7993,14062,8,Y,No,19,3,1,80,0,11,0,2,11,7,10,4
24,No,Travel_Frequently,1262,Research & Development,16,5,Other,1,6438,2,Male,93,4,4,Sales Representative,2,Divorced,14316,16296,3,Y,Yes,15,3,2,80,0,25,6,3,18,16,5,4
20,No,Travel_Frequently,290,Research & Development,19,3,Technical Degree,1,6439,3,Female,95,3,1,Manufacturing Director,3,Divorced,5851,6579,4,Y,No,12,4,3,80,0,27,3,2,1,1,1,1
49,No,Travel_Rarely,583,Research & Development,21,1,Other,1,6440,1,Male,35,4,4,Laboratory Technician,3,Single,5111,6034,3,Y,Yes,18,3,4,80,1,37,0,4,0,0,0,0
48,No,Travel_Frequently,896,Research & Development,1,2,Other,1,6441,2,Male,54,2,5,Research Scientist,2,Single,7242,26628,0,Y,No,14,3,4,80,1,9,2,1,6,6,6,6
35,No,Travel_Rarely,393,Research & Development,23,3,Marketing,1,6442,4,Female,87,3,3,Research Director,4,Single,11654,13317,3,Y,No,24,3,3,80,1,11,2,1,11,11,1,2
60,No,Travel_Rarely,335,Research & Development,29,2,Medical,1,6443,3,Male,68,4,2,Sales Representative,4,Single,11886,25415,2,Y,No,20,4,2,80,0,8,2,1,8,6,3,8
24,No,Travel_Rarely,1161,Research & Development,18,2,Other,1,6444,4,Female,90,4,5,Healthcare Representative,2,Single,13731,2829,3,Y,Yes,18,3,2,80,1,8,6,2,7,7,4,7
58,No,Travel_Rarely,1222,Research & Development,29,2,Life Sciences,1,6445,4,Female,37,2,4,Sales Representative,4,Divorced,6558,12387,2,Y,No,11,3,2,80,2,26,3,4,26,4,14,14
18,No,Travel_Rarely,196,Sales,4,5,Marketing,1,6446,3,Female,79,2,3,Sales Executive,1,Divorced,8029,6376,4,Y,Yes,17,3,2,80,3,21,2,4,20,11,1,0
31,Yes,Travel_Rarely,834,Sales,11,4,Human Resources,1,6447,1,Male,98,2,2,Human Resources,3,Single,2313,4738,3,Y,No,18,3,1,80,0,23,1,1,23,18,9,6
49,Yes,Travel_Rarely,427,Sales,9,2,Other,1,6448,2,Female,69,2,1,Research Director,3,Single,9048,26957,9,Y,Yes,20,3,4,80,3,21,0,3,21,12,15,17
23,No,Travel_Frequently,834,Sales,2,5,Other,1,6449,4,Male,61,2,3,Manufacturing Director,4,Single,13005,5834,8,Y,No,12,3,3,80,1,21,1,2,2,2,2,2
56,Yes,Travel_Rarely,979,Research & Development,9,1,Medical,1,6450,4,Male,85,1,5,Sales Executive,2,Married,11170,17925,9,Y,Yes,13,4,1,80,0,3,6,2,3,3,3,3
27,Yes,Non-Travel,153,Sales,1,4,Technical Degree,1,6451,4,Male,98,4,4,Manufacturing Director,1,Married,6566,21810,3,Y,No,25,3,1,80,2,40,6,3,16,2,3,5
24,No,Travel_Rarely,808,Sales,10,5,Marketing,1,6452,1,Male,46,2,2,Sales Executive,4,Married,7483,16045,2,Y,No,15,3,2,80,1,30,6,4,28,12,11,15
43,No,Travel_Rarely,1098,Sales,14,1,Human Resources,1,6453,4,Male,36,4,3,Manager,2,Divorced,16253,10591,8,Y,No,17,4,3,80,0,11,5,4,4,4,4,4
51,Yes,Travel_Rarely,1225,Research & Development,19,4,Marketing,1,6454,4,Male,64,1,2,Research Director,4,Single,16113,19339,8,Y,No,23,3,4,80,1,34,1,3,27,10,12,12
47,Yes,Travel_Rarely,731,Research & Development,16,5,Technical Degree,1,6455,4,Male,39,3,2,Healthcare Representative,2,Single,4834,11418,6,Y,Yes,21,3,2,80,3,0,2,1,0,0,0,0
53,No,Travel_Frequently,568,Research & Development,1,1,Marketing,1,6456,3,Male,39,4,3,Human Resources,2,Single,8179,3675,4,Y,No,15,3,1,80,3,23,1,2,4,2,4,4
38,No,Travel_Rarely,508,Research & Development,12,5,Human Resources,1,6457,3,Male,35,4,4,Research Scientist,3,Single,5419,7218,7,Y,No,19,4,3,80,3,33,1,4,22,7,7,10
